"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","Does your programme specifically/primarily target one of these beneficiary groups:","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2019-01-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0284153024",NA,"1.2.1.2: USD value of solid waste management projects","USD",160000,"Hazerta","51080","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Hazerta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands",NA,"Municipalities","Yes","Social Stability","m1856396819","s0515046215","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-04-30","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Hazerta","51080","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Hazerta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands",NA,"Municipalities","Yes","Social Stability","m2005623424","s0515046215","2019-04-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i2052089261",NA,"1.2.1.11 # of equipment & machnineries provided","Pieces of equip",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1369368170","s0533704950","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i1150184549",NA,"1.2.1.1: # of solid waste management projects completed","Projects",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1369368170","s0533704950","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0284153024",NA,"1.2.1.2: USD value of solid waste management projects","USD",75500,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1369368170","s0533704950","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2018-12-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0680690215",NA,"--------Activity-1.2.1: Municipalities provided with Solid Waste Management systems--------","Unit",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1384762885","s0533704950","2018-12-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0680690215",NA,"--------Activity-1.2.1: Municipalities provided with Solid Waste Management systems--------","Unit",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1369368170","s0533704950","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Chane","35134ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Chane","Cooperazione Internazionale COOPI","p0000022709","COOPI",NA,NA,"EuropeAid",NA,"Municipalities,Union of Municipalities","No","Social Stability","m0801551894","s0563007371","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Chane","35134ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Chane","Cooperazione Internazionale COOPI","p0000022709","COOPI",NA,NA,"EuropeAid",NA,"Municipalities,Union of Municipalities","No","Social Stability","m1731071900","s0563007371","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i2052089261",NA,"1.2.1.11 # of equipment & machnineries provided","Pieces of equip",6,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1275837970","s0614903115","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0284153024",NA,"1.2.1.2: USD value of solid waste management projects","USD",271355,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1275837970","s0614903115","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m2032689908","s0614903115","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m0450741932","s0614903115","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i1960551670",NA,"SW Output Indicator: # of municipalities benefitting from improved integrated solid waste management systems","Municipalities",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1275837970","s0614903115","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i1150184549",NA,"1.2.1.1: # of solid waste management projects completed","Projects",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1275837970","s0614903115","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1275837970","s0614903115","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2018-12-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Aarsal","53076","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Aarsal","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m0336080261","s0614903115","2018-12-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Dinbou","35158ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Dinbou","Cooperazione Internazionale COOPI","p0000022709","COOPI",NA,NA,"EuropeAid",NA,"Municipalities,Union of Municipalities","No","Social Stability","m2121236564","s0772369865","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Dinbou","35158ND","Aakar","LBN51","Akkar","2",NA,NA,NA,"Dinbou","Cooperazione Internazionale COOPI","p0000022709","COOPI",NA,NA,"EuropeAid",NA,"Municipalities,Union of Municipalities","No","Social Stability","m0616079259","s0772369865","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Aainbal","23048","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Aainbal","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"UK","Women,Youth","Municipalities,Union of Municipalities","Yes","Social Stability","m1161886477","s0773813183","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0735681461",NA,"1.2.1.9 # of awareness campaigns conducted","Campaigns",1,"Aainbal","23048","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Aainbal","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"UK","Women,Youth","Municipalities,Union of Municipalities","Yes","Social Stability","m1161886477","s0773813183","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i1326552482",NA,"1.2.1.10 # of bins distributed","Bins",60,"Aainbal","23048","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Aainbal","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"UK","Women,Youth","Municipalities,Union of Municipalities","Yes","Social Stability","m1161886477","s0773813183","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i1150184549",NA,"1.2.1.1: # of solid waste management projects completed","Projects",1,"Taraiya","53016","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Taraiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Social Stability","m2063034625","s0816216686","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Taraiya","53016","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Taraiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Social Stability","m2063034625","s0816216686","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2018-12-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i0478653482",NA,"Put '1' in THIS LINE for each month for which Activity-1.2.1 will be ongoing in this location","1",1,"Taraiya","53016","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Taraiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Social Stability","m0198815521","s0816216686","2018-12-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i2052089261",NA,"1.2.1.11 # of equipment & machnineries provided","Pieces of equip",3,"Taraiya","53016","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Taraiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Social Stability","m2063034625","s0816216686","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.2: Integrated solid waste management services improved- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.2.1: Municipalities provided with Solid",NA,"i1326552482",NA,"1.2.1.10 # of bins distributed","Bins",4400,"Taraiya","53016","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Taraiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Social Stability","m2063034625","s0816216686","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
