"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","database.id","database"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1520496114",NA,"5.4.1.c_SYR_Female: # of children reached with C4D priority child rights messages (outreach)","Children","162","Marj BG","52014","West Bekaa","LBN24","Bekaa","6","52277-01-005","33.7692","35.8912","IS: Marj BG 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0492033436","s1546497130","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0645622301",NA,"5.4.1.c_SYR_Male: # of children reached with C4D priority child rights messages (outreach)","Children","155","Marj BG","52014","West Bekaa","LBN24","Bekaa","6","52277-01-005","33.7692","35.8912","IS: Marj BG 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0492033436","s1546497130","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","13","Marj BG","52014","West Bekaa","LBN24","Bekaa","6","52277-01-005","33.7692","35.8912","IS: Marj BG 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0492033436","s1546497130","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","229","Marj BG","52014","West Bekaa","LBN24","Bekaa","6","52277-01-005","33.7692","35.8912","IS: Marj BG 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0492033436","s1546497130","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","8","Marj BG","52014","West Bekaa","LBN24","Bekaa","6","52277-01-005","33.7692","35.8912","IS: Marj BG 005","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0492033436","s1546497130","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","7","Beirut Central District","10999","Beirut","LBN11","Beyrouth","7","LBN11061","33.9052","35.5063","LOC: Beirut Central District","United Nations Children's Funds","p0000000030","UNICEF",NA,NA,"m1865272000","s1555121715","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","8","Beirut Central District","10999","Beirut","LBN11","Beyrouth","7","LBN11061","33.9052","35.5063","LOC: Beirut Central District","United Nations Children's Funds","p0000000030","UNICEF",NA,NA,"m1865272000","s1555121715","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0645622301",NA,"5.4.1.c_SYR_Male: # of children reached with C4D priority child rights messages (outreach)","Children","110","Minyara","35027","Aakar","LBN51","Akkar","2","35129-01-001","34.546","36.0547","IS: Minyara 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0478931635","s1568803601","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","130","Minyara","35027","Aakar","LBN51","Akkar","2","35129-01-001","34.546","36.0547","IS: Minyara 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0478931635","s1568803601","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","121","Minyara","35027","Aakar","LBN51","Akkar","2","35129-01-001","34.546","36.0547","IS: Minyara 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0478931635","s1568803601","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1520496114",NA,"5.4.1.c_SYR_Female: # of children reached with C4D priority child rights messages (outreach)","Children","114","Minyara","35027","Aakar","LBN51","Akkar","2","35129-01-001","34.546","36.0547","IS: Minyara 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0478931635","s1568803601","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","84","Minyara","35027","Aakar","LBN51","Akkar","2","35129-01-001","34.546","36.0547","IS: Minyara 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0478931635","s1568803601","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","70","Minyara","35027","Aakar","LBN51","Akkar","2","35129-01-001","34.546","36.0547","IS: Minyara 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0478931635","s1568803601","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","144","Minyara","35027","Aakar","LBN51","Akkar","2","35129-01-001","34.546","36.0547","IS: Minyara 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0478931635","s1568803601","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","60","Minyara","35027","Aakar","LBN51","Akkar","2","35129-01-001","34.546","36.0547","IS: Minyara 001","Awrad Association","p0000023699","Awrad Association",NA,NA,"m0478931635","s1568803601","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1520496114",NA,"5.4.1.c_SYR_Female: # of children reached with C4D priority child rights messages (outreach)","Children","5","Saida El-Qadimeh","61002","Saida","LBN61","Sud","8","CC_78","33.5626","35.3687","CC: Dekerman_CC_78","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1490539408","s1622969294","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","4","Saida El-Qadimeh","61002","Saida","LBN61","Sud","8","CC_78","33.5626","35.3687","CC: Dekerman_CC_78","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1490539408","s1622969294","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0645622301",NA,"5.4.1.c_SYR_Male: # of children reached with C4D priority child rights messages (outreach)","Children","3","Saida El-Qadimeh","61002","Saida","LBN61","Sud","8","CC_78","33.5626","35.3687","CC: Dekerman_CC_78","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1490539408","s1622969294","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","40","Saida El-Qadimeh","61002","Saida","LBN61","Sud","8","CC_78","33.5626","35.3687","CC: Dekerman_CC_78","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1490539408","s1622969294","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","30","Saida El-Qadimeh","61002","Saida","LBN61","Sud","8","CC_78","33.5626","35.3687","CC: Dekerman_CC_78","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1490539408","s1622969294","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","15","Saida El-Qadimeh","61002","Saida","LBN61","Sud","8","CC_78","33.5626","35.3687","CC: Dekerman_CC_78","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1490539408","s1622969294","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","5","Saida El-Qadimeh","61002","Saida","LBN61","Sud","8","CC_78","33.5626","35.3687","CC: Dekerman_CC_78","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1490539408","s1622969294","2021-10-01",10191,"UNICEF-2019-R-C4D"
