"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","Does your programme specifically/primarily target one of these beneficiary groups:","Funded_by","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i2031803871","2.2.1.1: # youth initiatives established - active citizenship & community service initiatives","Initiatives",1,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1505599564","s1635738630","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0245758163","2.2.1.1: # youth initiatives established - sports clubs/ artistic activities","Initiatives",1,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1505599564","s1635738630","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0744176330","2.2.1.2: # male SYR youth participating in initiatives","Individuals",15,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1656340218","s1635738630","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1087754484","2.2.1.2: # male LEB youth participating in initiatives","Individuals",20,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1656340218","s1635738630","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1473241054","2.2.1.2: # female SYR youth participating in initiatives","Individuals",15,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1656340218","s1635738630","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i0427833434","2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",2,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1505599564","s1635738630","2018-01-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1824068569","2.2.1.2: # female PRL youth participating in initiatives","Individuals",15,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","Development for People and Nature Association","p0000002366","DPNA",NA,NA,NA,"Yes","Social Stability",NA,"European Commission","m1656340218","s1635738630","2018-04-01","Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m2007163434","s1659739536","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m0002149269","s1659739536","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m0788476821","s1659739536","2018-03-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1244328154","s1659739536","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m0302704598","s1659739536","2018-06-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i0427833434","2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1183089998","s1659739536","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m1183089998","s1659739536","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m0544065037","s1659739536","2018-08-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability",NA,"i0283798911","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Zefta","71047","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Zefta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Municipalities,Social Development Centers","Yes","Social Stability",NA,"UK","m2020065965","s1659739536","2018-07-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i2031803871","2.2.1.1: # youth initiatives established - active citizenship & community service initiatives","Initiatives",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1539093778","2.2.1.2: # of children participating in initiatives","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1319696151","2.1.1.2: # of male LEB youth engaged in mechanisms","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i0759276949","2.1.1.2: # of female Lebanese civil servants engaged in mechanisms","Officials",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.2: Local civil society support","i0389122861","2.1.2.1: # of local CSOs receiving organizational/capacity support","CSOs",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1007591373","s1696934841","2018-05-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1473241054","2.2.1.2: # female SYR youth participating in initiatives","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1007591373","s1696934841","2018-05-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0553654172","2.2.1.3: # female SYR youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1087754484","2.2.1.2: # male LEB youth participating in initiatives","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1007591373","s1696934841","2018-05-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i0615196246","2.1.1.2: # of male LEB community representatives engaged in mechanisms","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i2141916106","2.2.1.2: # female LEB youth participating in initiatives","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1152084315","2.1.1.4: # of LEB participants to events/initiatives","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i2029215030","2.2.1.3: # male LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i1473241054","2.2.1.2: # female SYR youth participating in initiatives","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.2.1: Youth initiatives","i0245758163","2.2.1.1: # youth initiatives established - sports clubs/ artistic activities","Initiatives",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1249283511","2.1.1.3: # of community events organized by mechanisms/initiatives","Events",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1664346950","2.1.1.2: # of female SYR youth engaged in mechanisms","Individuals",1,"Qsarnaba","53003","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qsarnaba","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Municipalities,Union of Municipalities,Governors/ Qaemaqam Office","Yes","Social Stability",NA,"LEADERS-RDPP","m1283240242","s1696934841","2018-04-01","Women,Youth",NA,8415,"LCRP-2018-R Social Stability"
