"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","Sector of Funding","Government Strategy Supported","LCRP Appeal","Economic Sector targeted by intervention","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups?","Governorate","For UNICEF Partners","Training certified/accredited","database.id","database"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0000231327","s0670240118","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0507114832",NA,"1.3.1.3: # workmen day created (infrastructure)","Unit",4412,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0000231327","s0670240118","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m2109064236","s0670240118","2019-04-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",33,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0885842637","s0670240118","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0611732990",NA,"1.3.1.2_PRS_Male:  # of individuals employed through public infrastructure improvement","Individuals",3,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0885842637","s0670240118","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",100,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0000231327","s0670240118","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1928477042",NA,"1.3.1.2_LEB_Female:  # of individuals employed through public infrastructure improvement","Individuals",4,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0885842637","s0670240118","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0611732990",NA,"1.3.1.2_PRS_Male:  # of individuals employed through public infrastructure improvement","Individuals",3,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0000231327","s0670240118","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0919525422",NA,"1.3.1.2_PRS_Female:  # of individuals employed through public infrastructure improvement","Individuals",1,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0000231327","s0670240118","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0507114832",NA,"1.3.1.3: # workmen day created (infrastructure)","Unit",3052,"Sarafand","61019","Saida","LBN61","Sud","8",NA,NA,NA,"Sarafand","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0885842637","s0670240118","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0507114832",NA,"1.3.1.3: # workmen day created (infrastructure)","Unit",3882,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0682956661","s0725702941","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1928477042",NA,"1.3.1.2_LEB_Female:  # of individuals employed through public infrastructure improvement","Individuals",5,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0682956661","s0725702941","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0734721668",NA,"1.3.1.2_SYR_Male:  # of individuals employed through public infrastructure improvement","Individuals",53,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0729207087","s0725702941","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0507114832",NA,"1.3.1.3: # workmen day created (infrastructure)","Unit",13401,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0729207087","s0725702941","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1208275547",NA,"1.3.1.4: USD value invested in infrastructure rehabilitation","Unit",1391000,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0729207087","s0725702941","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",91,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0729207087","s0725702941","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",17,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0682956661","s0725702941","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i0734721668",NA,"1.3.1.2_SYR_Male:  # of individuals employed through public infrastructure improvement","Individuals",37,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0682956661","s0725702941","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0729207087","s0725702941","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0381371184","s0725702941","2019-01-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0682956661","s0725702941","2019-02-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1011089317",NA,"1.3.1.1: # of targeted villages benefiting from improved infrastructure","Villages",4,"Tall Aabbas Ech-Charqi","35036","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas Ech-Charqi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK","Livelihoods",NA,"Yes","Agriculture","m0729207087","s0725702941","2019-03-01",NA,NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1419716560",NA,"Put '1' for each month for which Activity-1.3.1 will be ongoing in this location","units",1,"Majdala","35056","Aakar","LBN51","Akkar","2",NA,NA,NA,"Majdala","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods","Other","Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m1088014958","s0776309102","2019-01-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1011089317",NA,"1.3.1.1: # of targeted villages benefiting from improved infrastructure","Villages",1,"Majdala","35056","Aakar","LBN51","Akkar","2",NA,NA,NA,"Majdala","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods","Other","Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m1088014958","s0776309102","2019-01-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i1208275547",NA,"1.3.1.4: USD value invested in infrastructure rehabilitation","Unit",3600,"Majdala","35056","Aakar","LBN51","Akkar","2",NA,NA,NA,"Majdala","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods","Other","Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m1088014958","s0776309102","2019-01-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-1.3: Labour intensive projects - Cadastre","Outcome 1: Stimulate local economic development to create income generating opportunities and employment","Activity-1.3.1: Upgrade public and municipal infra",NA,"i2020727903",NA,"1.3.1.2_LEB_Male:  # of individuals employed through public infrastructure improvement","Individuals",2,"Majdala","35056","Aakar","LBN51","Akkar","2",NA,NA,NA,"Majdala","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods","Other","Yes","Manufacturing,Construction and Transportation,Agriculture,Other service activities","m1088014958","s0776309102","2019-01-01","Women,Youth,PWD",NA,NA,NA,10219,"LCRP-2019-R Livelihoods"
